frame,cx,cy,x1,y1,x2,y2,conf
187,601,542,536,447,667,637,0.6604098081588745
187,809,504,745,349,874,659,0.6163268685340881
187,761,646,678,573,844,720,0.4745062589645386
187,466,226,437,129,496,324,0.4584965109825134
187,587,654,511,589,664,720,0.4342208206653595
187,527,270,480,214,575,326,0.4018498659133911
187,1162,632,1071,545,1253,719,0.3820785582065582
188,427,638,342,556,513,720,0.8127419352531433
188,73,285,34,190,112,380,0.777459442615509
188,499,474,437,335,562,613,0.7299339175224304
188,812,509,748,352,876,666,0.7034309506416321
188,602,546,537,452,667,641,0.6393520832061768
188,624,384,573,264,675,504,0.6306667327880859
188,762,371,701,251,824,492,0.5017240643501282
188,759,649,679,578,840,720,0.4523075520992279
188,588,657,511,596,666,719,0.41468101739883423
188,524,267,480,213,569,322,0.3977581262588501
188,1162,631,1068,546,1256,717,0.38843128085136414
188,468,226,439,129,498,324,0.3760022819042206
188,525,349,487,286,563,412,0.3745938539505005
189,427,641,341,562,513,720,0.8102306723594666
189,66,286,27,191,106,381,0.7815890908241272
189,496,485,432,338,560,633,0.7299214601516724
189,813,511,750,355,876,668,0.7030869722366333
189,601,550,536,456,667,645,0.6986029744148254
189,625,385,575,265,675,505,0.6259074211120605
189,764,378,704,253,825,504,0.5637057423591614
189,522,351,484,288,561,415,0.45922601222991943
189,591,659,512,600,670,719,0.441921591758728
189,759,650,684,581,835,720,0.4284247159957886
189,1106,238,1084,174,1129,302,0.42695170640945435
189,524,269,479,214,570,325,0.36360621452331543
190,66,285,28,191,104,380,0.8170931935310364
190,427,643,341,567,513,719,0.7921113967895508
190,814,517,752,360,876,675,0.7408704161643982
190,490,488,422,340,558,636,0.6877517104148865
190,601,553,536,460,667,647,0.6554757356643677
190,625,386,574,265,677,508,0.6087947487831116
190,765,379,705,255,826,504,0.5883404612541199
190,1109,235,1082,168,1137,302,0.5860937237739563
190,131,288,102,209,160,367,0.4805193543434143
190,517,352,478,292,557,413,0.47236907482147217
190,1165,634,1070,550,1261,718,0.387825071811676
190,757,653,684,586,830,720,0.38511207699775696
190,522,273,476,214,568,333,0.3778479993343353
190,588,662,513,605,664,719,0.37611639499664307
190,587,252,547,185,628,320,0.362141489982605
191,65,285,29,191,102,380,0.8159166574478149
191,425,647,341,576,509,719,0.7457535862922668
191,490,489,426,341,554,637,0.7233622074127197
191,816,526,754,362,878,690,0.7010670304298401
191,626,380,576,267,677,493,0.689579427242279
191,602,563,536,468,669,658,0.678290843963623
191,132,287,102,207,162,368,0.5373895168304443
191,764,390,704,259,825,522,0.5318515300750732
191,585,258,544,186,626,330,0.42493492364883423
191,585,666,513,613,658,719,0.39911630749702454
191,518,356,478,294,558,418,0.3927949070930481
191,758,655,689,592,828,719,0.3740338087081909
191,1113,238,1084,174,1143,302,0.3713194727897644
191,1165,635,1066,554,1264,717,0.36567777395248413
