frame,cx,cy,x1,y1,x2,y2,conf
78,564,383,513,291,616,475,0.7507055997848511
78,720,482,664,335,776,630,0.729852020740509
78,791,400,749,278,833,522,0.6771737337112427
78,642,364,600,257,685,471,0.6575585603713989
78,1218,410,1181,355,1255,466,0.6204729676246643
78,729,283,686,222,772,345,0.4075847566127777
79,561,580,485,443,637,718,0.8915256261825562
79,566,388,513,293,619,483,0.7805843353271484
79,487,358,444,230,530,486,0.765064537525177
79,718,484,663,336,774,632,0.7535399794578552
79,790,401,749,280,832,522,0.7162075042724609
79,643,365,600,257,686,473,0.6370049715042114
79,81,361,47,315,115,407,0.5372863411903381
79,1220,411,1183,354,1257,468,0.5358572602272034
79,730,297,688,225,773,370,0.43781358003616333
80,562,584,485,452,640,717,0.8984593152999878
80,487,355,443,234,531,477,0.7964127063751221
80,565,381,513,295,617,467,0.7616426944732666
80,715,486,660,338,771,635,0.761202871799469
80,793,399,751,281,835,517,0.7458388805389404
80,641,363,596,255,687,472,0.6390518546104431
80,729,302,686,226,773,378,0.4956972897052765
81,563,588,485,461,641,716,0.888350248336792
81,485,360,441,236,529,484,0.8141308426856995
81,715,490,659,341,771,639,0.7973135709762573
81,564,385,511,296,618,475,0.7706012725830078
81,794,397,751,282,838,512,0.703440248966217
81,642,363,597,257,687,469,0.464383065700531
81,730,304,687,229,774,380,0.4493367373943329
82,563,593,485,470,642,717,0.8930491209030151
82,483,362,438,238,528,486,0.7994582056999207
82,718,500,661,347,775,653,0.7968369722366333
82,563,388,510,298,617,479,0.776136577129364
82,795,400,751,284,840,516,0.6523017287254333
82,642,362,596,257,688,467,0.48289328813552856
82,730,305,687,232,774,379,0.4351424276828766
82,805,239,770,175,841,303,0.3596680462360382
83,566,598,488,479,644,717,0.8951849341392517
83,720,511,659,351,782,671,0.7986057996749878
83,480,366,432,241,528,491,0.7781410813331604
83,564,396,505,300,624,492,0.7728540301322937
83,793,404,750,286,836,522,0.6758779883384705
83,642,357,596,258,689,457,0.49500778317451477
83,729,313,687,235,772,392,0.4869592785835266
83,805,246,770,175,841,317,0.35598769783973694
84,567,604,488,490,647,719,0.899411141872406
84,479,367,431,241,527,493,0.7865435481071472
84,558,403,500,304,616,503,0.7618007063865662
84,720,504,658,358,783,650,0.7388967871665955
84,792,415,749,291,835,539,0.7361136078834534
84,642,357,596,258,688,456,0.5925637483596802
84,729,311,686,237,772,385,0.42997872829437256
84,649,370,620,283,678,458,0.37774384021759033
84,804,244,767,175,841,314,0.3771249055862427
85,569,607,490,497,648,718,0.8753096461296082
85,478,376,429,242,527,510,0.7882635593414307
85,717,519,657,361,778,677,0.7688350081443787
85,791,424,746,295,836,553,0.7536200284957886
85,563,408,502,307,624,509,0.7372639179229736
85,1217,396,1191,345,1244,447,0.5934640765190125
85,641,358,596,257,687,460,0.5769596099853516
85,117,371,80,326,154,417,0.528154194355011
85,729,303,687,240,771,366,0.4990304410457611
85,1231,396,1192,344,1270,448,0.45151427388191223
85,1265,393,1251,341,1279,446,0.3776034116744995
85,49,684,3,649,95,719,0.35683977603912354
85,559,241,534,175,584,307,0.3557226061820984
86,570,611,491,505,650,718,0.8540239930152893
86,478,376,429,243,528,509,0.7821207642555237
86,717,527,657,365,778,690,0.7663165926933289
86,793,426,747,298,839,554,0.7401778697967529
86,564,413,503,310,625,517,0.7190277576446533
86,1219,396,1190,345,1248,448,0.7048813104629517
86,641,368,595,261,687,475,0.6440674662590027
86,123,377,89,330,157,424,0.6064902544021606
86,1265,384,1251,324,1279,444,0.5218691825866699
86,729,308,687,241,771,375,0.4714852571487427
87,572,614,493,511,652,718,0.8502846360206604
87,477,376,428,242,527,510,0.788174569606781
87,565,420,504,319,627,522,0.7568627595901489
87,1219,396,1191,343,1247,450,0.7479993104934692
87,717,526,654,372,780,681,0.731378972530365
87,795,428,750,303,840,553,0.7170901298522949
87,639,374,593,264,686,484,0.65350741147995
87,1264,388,1250,331,1279,446,0.5697575211524963
87,728,314,684,242,773,386,0.4631151258945465
87,128,380,95,329,161,431,0.43273937702178955
87,803,256,766,179,841,333,0.35523340106010437
88,573,617,493,516,654,719,0.8630437254905701
88,1222,396,1191,342,1254,450,0.7783383131027222
88,477,373,426,240,529,506,0.7752694487571716
88,713,546,653,377,773,716,0.7634236216545105
88,796,421,751,306,841,537,0.7368626594543457
88,566,424,507,324,626,525,0.6886376738548279
88,639,381,595,266,684,496,0.655070424079895
88,1264,388,1249,328,1279,448,0.5842655897140503
88,727,315,681,244,774,387,0.4439648389816284
88,130,384,99,335,161,433,0.4412892162799835
89,574,619,493,520,655,718,0.8451096415519714
89,712,549,651,382,773,717,0.7707216143608093
89,1223,395,1191,342,1255,449,0.7542799115180969
89,475,374,425,241,526,508,0.7500119805335999
89,795,425,750,309,840,541,0.716646134853363
89,638,385,595,268,682,502,0.679779589176178
89,564,431,505,332,623,530,0.640088677406311
89,1264,386,1250,324,1279,448,0.5896394848823547
89,727,320,680,248,774,392,0.48069316148757935
89,129,385,99,336,160,434,0.4037424921989441
90,575,622,493,526,657,718,0.8240328431129456
90,637,392,594,272,680,513,0.731056809425354
90,475,374,426,242,525,506,0.7240363359451294
90,709,553,648,390,771,716,0.7003509998321533
90,795,431,750,316,841,546,0.6821264624595642
90,563,438,507,338,619,538,0.6177592873573303
90,130,389,99,339,161,439,0.41610392928123474
90,718,230,682,162,755,298,0.39154160022735596
90,1226,395,1192,343,1261,447,0.3745086193084717
90,727,326,680,250,774,403,0.3730264902114868
91,574,625,492,532,657,719,0.7857389450073242
91,474,376,425,244,524,509,0.7271612882614136
91,708,551,646,390,770,713,0.6930096745491028
91,564,441,507,343,621,540,0.6767142415046692
91,129,391,96,340,162,442,0.6613484025001526
91,796,432,749,316,843,548,0.6590468287467957
91,636,399,595,275,677,523,0.634480893611908
91,1235,395,1196,344,1274,447,0.41976746916770935
91,717,230,681,164,754,297,0.37396541237831116
91,1264,382,1249,322,1279,443,0.37045520544052124
92,571,628,489,537,654,719,0.7510098218917847
92,475,377,424,246,526,509,0.7381186485290527
92,705,551,641,392,770,711,0.7358689308166504
92,559,446,504,346,615,547,0.723082423210144
92,797,438,749,317,846,560,0.710991382598877
92,125,394,92,343,159,446,0.657122790813446
92,634,399,593,277,676,521,0.5498401522636414
92,723,337,670,252,777,422,0.3590283989906311
92,1237,394,1200,342,1274,447,0.3554098606109619
93,474,382,421,246,527,519,0.7669204473495483
93,704,553,638,395,770,712,0.7498810291290283
93,560,449,506,347,615,552,0.7465156316757202
93,569,631,485,545,654,718,0.7278773188591003
93,116,399,83,345,150,453,0.6981080174446106
93,796,439,746,317,846,562,0.6759424209594727
93,632,403,590,283,675,523,0.6072114109992981
93,1243,392,1207,339,1279,446,0.46304917335510254
94,473,388,420,249,527,528,0.8127760291099548
94,705,552,640,396,770,708,0.7679810523986816
94,569,636,485,553,653,719,0.7282028198242188
94,558,452,501,345,616,560,0.7245633006095886
94,630,408,586,286,675,530,0.6516874432563782
94,796,440,745,318,847,562,0.650001049041748
94,110,408,73,351,147,466,0.5830247402191162
94,725,341,674,258,776,425,0.4570194184780121
94,1246,390,1214,336,1279,445,0.44827961921691895
94,800,260,759,188,841,332,0.4057106077671051
94,717,229,679,165,755,294,0.35989078879356384
94,1198,235,1157,174,1239,297,0.3573242425918579
95,702,556,633,402,772,710,0.800020694732666
95,472,390,419,250,525,530,0.7732695937156677
95,555,458,494,348,617,569,0.727021336555481
95,568,641,485,564,652,719,0.7108306884765625
95,795,443,742,320,849,567,0.6417028307914734
95,630,408,587,289,673,528,0.637069046497345
95,723,341,672,261,774,421,0.5637745261192322
95,1250,383,1221,318,1279,449,0.5374805331230164
95,109,412,72,356,146,469,0.4803163707256317
95,648,233,603,160,694,306,0.42407384514808655
95,799,262,758,189,841,335,0.383881539106369
96,706,561,637,405,775,718,0.8271307349205017
96,472,390,420,252,525,528,0.785876989364624
96,558,468,496,350,620,586,0.764496386051178
96,568,647,486,576,650,719,0.7229716777801514
96,795,453,741,322,849,584,0.6798547506332397
96,629,411,587,290,671,533,0.6551552414894104
96,1193,237,1152,173,1235,302,0.6474640965461731
96,724,342,673,263,775,422,0.6052842736244202
96,645,232,601,159,690,305,0.5017613172531128
96,799,261,759,190,840,332,0.4647323191165924
96,1251,382,1223,316,1279,449,0.40486693382263184
96,718,234,678,167,759,302,0.400071918964386
97,704,563,637,409,771,718,0.8348303437232971
97,471,390,421,255,522,526,0.7725699543952942
97,557,476,495,352,620,601,0.7545792460441589
97,567,654,487,589,648,719,0.7442899942398071
97,795,456,742,329,849,583,0.6652132868766785
97,627,417,586,292,668,543,0.6241875886917114
97,724,345,674,266,775,425,0.6153976917266846
97,1190,236,1150,174,1231,299,0.5958037972450256
97,1251,383,1224,316,1279,450,0.4819468557834625
97,718,236,678,167,758,305,0.46933549642562866
97,799,260,759,189,840,331,0.4509081244468689
97,643,236,601,160,686,313,0.44366732239723206
98,708,566,638,415,779,718,0.85405433177948
98,558,484,498,357,618,612,0.7908075451850891
98,472,394,422,257,522,531,0.7634978890419006
98,796,456,741,331,852,582,0.7123953104019165
98,566,659,488,600,645,719,0.7033944129943848
98,625,422,584,292,667,552,0.6179614663124084
98,1188,235,1150,173,1227,297,0.5669472217559814
98,1252,380,1225,312,1279,449,0.5652356743812561
98,724,348,676,269,773,428,0.5412126183509827
98,718,240,677,169,759,312,0.5281972289085388
98,799,264,758,190,840,338,0.4470307528972626
98,645,246,603,181,687,312,0.41290897130966187
99,710,570,637,422,784,718,0.8550995588302612
99,557,491,496,364,619,618,0.8041709661483765
99,473,396,423,261,523,532,0.7458664774894714
99,795,455,740,337,851,574,0.7134274244308472
99,621,401,576,295,666,507,0.674670398235321
99,563,663,488,608,638,719,0.6311056017875671
99,107,434,82,370,132,498,0.5883400440216064
99,1184,250,1150,210,1219,291,0.5334782600402832
99,1252,382,1225,316,1279,449,0.5203216671943665
99,717,240,676,172,759,308,0.4873989522457123
99,723,353,675,272,772,434,0.419677197933197
99,799,267,758,189,840,345,0.4030269682407379
99,642,250,602,189,683,311,0.395143985748291
100,711,573,637,428,786,719,0.8289651274681091
100,556,502,495,372,618,633,0.7629579305648804
100,472,398,422,263,523,533,0.7580400109291077
100,105,435,81,373,129,498,0.7415371537208557
100,794,456,740,339,849,573,0.7058863043785095
100,621,395,577,297,665,493,0.6766020059585571
100,563,668,489,618,637,718,0.664183497428894
100,1252,390,1226,331,1279,449,0.5551822185516357
100,716,241,675,173,758,309,0.4842882752418518
100,723,356,675,274,772,439,0.4658876061439514
100,1181,246,1150,204,1213,289,0.4493488669395447
100,641,264,601,189,681,340,0.42253783345222473
100,1191,244,1168,200,1215,289,0.3813043534755707
100,798,269,757,190,840,349,0.3752782642841339
100,524,305,489,241,560,370,0.35250481963157654
101,705,577,637,434,774,720,0.8143037557601929
101,555,505,492,375,618,636,0.7975138425827026
101,103,436,77,375,129,498,0.7575528025627136
101,473,399,422,264,524,534,0.7565404772758484
101,795,464,740,350,850,578,0.7331312894821167
101,621,399,576,296,666,502,0.730400025844574
101,560,671,489,624,632,719,0.6871111989021301
101,1252,395,1226,342,1279,448,0.5653665661811829
101,716,241,675,174,758,308,0.48999667167663574
101,640,265,600,191,681,340,0.4371577501296997
101,1175,242,1150,199,1201,286,0.4301586449146271
101,797,273,756,191,838,355,0.42322102189064026
101,722,359,672,274,773,445,0.4074995219707489
101,523,307,487,239,559,375,0.3873685896396637
102,711,579,640,441,782,718,0.8082034587860107
102,615,405,565,299,666,512,0.7762197852134705
102,555,512,495,382,616,643,0.7716203331947327
102,100,435,72,374,129,497,0.7612605094909668
102,475,406,423,264,527,549,0.751575767993927
102,793,464,741,352,846,577,0.6855304837226868
102,1254,397,1229,343,1279,451,0.6063555479049683
102,560,673,491,628,629,719,0.5791164040565491
102,716,243,674,174,758,312,0.5408862233161926
102,796,274,756,192,837,357,0.4806842803955078
102,639,266,599,191,679,342,0.46073517203330994
102,1172,234,1149,183,1196,286,0.44503188133239746
102,722,369,669,275,775,464,0.43310773372650146
102,523,311,489,242,557,381,0.4289340674877167
103,557,519,497,391,617,648,0.7879770994186401
103,709,583,642,448,776,719,0.7826694846153259
103,614,415,563,301,666,530,0.7698473930358887
103,97,435,70,373,125,498,0.7607338428497314
103,475,406,424,268,527,544,0.7500487565994263
103,790,469,737,357,844,582,0.7254927754402161
103,1254,397,1230,343,1279,452,0.6405445337295532
103,716,245,675,175,758,315,0.5594329237937927
103,637,267,596,191,678,344,0.4869769215583801
103,721,381,668,276,775,487,0.4852452874183655
103,793,276,755,194,831,358,0.46871834993362427
103,563,677,499,635,627,720,0.45295700430870056
103,525,316,491,244,560,389,0.4027408957481384
104,717,586,646,454,788,719,0.7869900465011597
104,555,527,494,398,616,657,0.7868320345878601
104,612,421,561,301,664,542,0.7497550249099731
104,476,411,424,271,528,552,0.7258967757225037
104,790,469,737,359,844,579,0.7148672342300415
104,716,244,676,176,757,313,0.6527901291847229
104,94,434,65,371,124,498,0.6509413719177246
104,1255,398,1231,343,1279,454,0.6431199908256531
104,793,280,754,198,832,362,0.5662766695022583
104,720,387,666,277,775,498,0.55898118019104
104,636,270,594,192,679,349,0.5117460489273071
104,562,682,503,644,622,720,0.4749218821525574
104,526,317,491,238,562,396,0.3831387460231781
105,612,428,560,304,664,552,0.7938847541809082
105,719,588,646,457,792,719,0.7817842960357666
105,548,533,481,403,615,664,0.7641993165016174
105,94,432,62,371,126,494,0.7487592697143555
105,475,397,424,271,526,524,0.7181697487831116
105,794,471,744,364,844,579,0.6926995515823364
105,1255,399,1231,344,1279,455,0.6830191016197205
105,716,243,676,177,757,310,0.6545891165733337
105,720,390,666,280,775,501,0.5396840572357178
105,793,279,754,198,832,361,0.5085998773574829
105,635,271,591,192,679,351,0.5052277445793152
105,527,323,491,243,563,404,0.4782700538635254
105,561,686,505,654,618,719,0.3848114311695099
106,612,436,561,307,664,565,0.8163337707519531
106,722,588,648,460,796,717,0.7908932566642761
106,475,400,425,273,526,527,0.7636713981628418
106,544,544,476,408,613,680,0.7584469318389893
106,792,472,740,367,844,577,0.7268905639648438
106,94,435,59,372,130,498,0.6950554251670837
106,1255,400,1232,345,1279,455,0.6335418820381165
106,716,245,676,179,756,312,0.6004146337509155
106,719,395,666,284,772,506,0.524414598941803
106,526,328,489,245,563,412,0.4885615110397339
106,634,258,592,193,676,324,0.4553491473197937
106,558,691,509,664,607,719,0.42975914478302
106,790,277,752,200,828,354,0.4234035313129425
107,95,437,56,373,134,501,0.8130084276199341
107,612,440,561,310,664,570,0.8125950694084167
107,475,408,424,274,527,543,0.7961752414703369
107,721,589,644,462,798,716,0.7766189575195312
107,545,555,477,416,614,695,0.7713419198989868
107,789,474,734,367,845,582,0.659601628780365
107,1255,400,1232,346,1279,454,0.5971863865852356
107,720,394,667,285,774,504,0.5548038482666016
107,785,275,749,201,822,350,0.48687776923179626
107,633,259,591,193,675,325,0.4337420165538788
107,527,327,491,237,563,418,0.4312230050563812
107,558,697,510,675,607,719,0.3578408360481262
108,90,437,47,372,134,502,0.8613919019699097
108,612,446,561,315,663,578,0.8159487843513489
108,545,566,476,422,614,710,0.79738849401474
108,476,417,424,276,528,558,0.782483696937561
108,714,590,633,463,796,717,0.7779819965362549
108,1255,400,1232,346,1279,455,0.5970274209976196
108,719,400,667,290,771,510,0.5745161771774292
108,528,335,494,249,563,421,0.5252590775489807
108,783,287,746,204,821,370,0.5210666656494141
108,633,265,592,194,675,336,0.40988171100616455
109,84,438,35,372,134,504,0.8293855786323547
109,541,570,472,422,611,719,0.8217447400093079
109,717,591,634,465,801,717,0.778723418712616
109,477,425,424,279,530,571,0.7591162919998169
109,611,456,560,318,663,595,0.7341907620429993
109,1255,400,1231,345,1279,456,0.5792917013168335
109,531,336,497,251,565,422,0.5582382082939148
109,720,405,668,294,772,516,0.5524118542671204
109,633,274,589,195,677,353,0.424540638923645
109,793,521,735,372,851,671,0.4203519821166992
109,781,286,741,207,821,366,0.398922860622406
109,1141,237,1115,191,1167,284,0.3601951003074646
110,540,572,471,424,610,720,0.7958633303642273
110,477,430,424,282,531,579,0.7573647499084473
110,612,468,560,322,664,615,0.7551376223564148
110,722,593,644,469,801,717,0.7392035722732544
110,793,539,734,378,852,700,0.6454593539237976
110,79,439,25,374,133,505,0.617224931716919
110,532,339,497,252,567,426,0.587071418762207
110,1253,400,1229,345,1278,456,0.5014438629150391
110,778,292,738,206,818,379,0.5002159476280212
110,634,271,590,194,678,349,0.4980214238166809
110,1138,229,1110,174,1167,284,0.49725452065467834
110,717,414,663,298,771,530,0.47456496953964233
111,546,573,477,429,615,717,0.8076995611190796
111,613,469,562,326,665,613,0.750746488571167
111,721,595,642,473,800,717,0.7171148657798767
111,475,440,421,286,529,595,0.6977943778038025
111,798,545,735,381,861,709,0.6691815853118896
111,1252,401,1225,346,1279,456,0.611388087272644
111,532,341,497,253,568,430,0.5923117995262146
111,74,439,18,374,131,504,0.5599259734153748
111,776,294,736,206,816,383,0.5080411434173584
111,717,417,663,299,771,536,0.48793455958366394
111,634,272,588,195,680,350,0.4610186219215393
111,711,250,679,183,744,318,0.37049025297164917
112,547,576,472,433,623,719,0.8391324877738953
112,614,466,563,328,665,605,0.7501068711280823
112,725,598,648,479,803,717,0.7386059165000916
112,1248,401,1220,346,1276,456,0.7294288277626038
112,803,550,742,387,864,713,0.7059351801872253
112,474,441,420,286,528,597,0.700813889503479
112,772,295,730,205,815,386,0.570740818977356
112,719,420,665,301,774,539,0.5511085987091064
112,533,343,497,255,569,432,0.5095522999763489
112,634,270,588,195,681,346,0.4964505434036255
112,72,439,14,375,130,504,0.39425796270370483
112,710,258,678,195,742,321,0.366956502199173
113,546,578,464,438,628,718,0.8493900299072266
113,1247,401,1219,347,1276,456,0.7491512298583984
113,616,460,566,331,666,589,0.7270559668540955
113,725,602,650,485,800,719,0.7148547768592834
113,718,423,664,303,773,543,0.6906180381774902
113,474,450,418,289,530,611,0.6899091601371765
113,803,553,744,391,862,715,0.6793244481086731
113,771,296,727,205,815,388,0.5820132493972778
113,535,350,498,258,572,442,0.47165119647979736
113,634,272,587,197,682,348,0.46226105093955994
113,68,440,11,375,125,505,0.43500691652297974
113,155,404,135,348,176,461,0.3864523768424988
114,542,580,453,443,631,718,0.8426750898361206
114,1246,401,1218,347,1275,456,0.7439991235733032
114,719,605,634,492,805,719,0.7203854918479919
114,617,459,569,331,666,587,0.7096000909805298
114,718,426,663,305,774,547,0.6773625612258911
114,66,440,12,375,121,505,0.6617820858955383
114,804,556,744,397,865,716,0.6238412261009216
114,473,463,415,294,531,632,0.582007110118866
114,769,299,724,207,814,392,0.492810994386673
114,147,406,118,348,176,464,0.4887101352214813
114,135,406,94,349,177,463,0.4778352379798889
114,633,275,585,200,682,350,0.3699321448802948
115,539,584,448,452,631,717,0.8593392968177795
115,1244,401,1217,346,1272,456,0.7680371999740601
115,726,609,635,499,817,719,0.7630516290664673
115,620,460,572,332,668,588,0.7286732196807861
115,65,440,13,375,117,505,0.7180376648902893
115,719,428,664,306,775,550,0.7008709907531738
115,803,558,745,401,862,716,0.6413425803184509
115,470,467,413,296,528,639,0.5707669854164124
115,137,407,101,350,173,464,0.5456356406211853
115,767,302,720,207,814,397,0.4496970772743225
115,632,281,582,203,682,360,0.40639105439186096
115,1132,634,1080,553,1185,716,0.38130369782447815
116,537,588,446,459,629,718,0.8665077090263367
116,1244,401,1219,347,1270,456,0.766316831111908
116,724,614,633,509,816,719,0.7464252710342407
116,68,439,13,375,124,503,0.7388730645179749
116,720,426,664,307,776,546,0.7106872200965881
116,622,461,574,335,670,588,0.6928320527076721
116,467,432,412,296,522,569,0.6314759850502014
116,541,370,501,267,582,473,0.547058641910553
116,133,407,97,350,170,465,0.5049641728401184
116,632,286,584,205,680,368,0.4928855299949646
116,806,563,749,410,864,716,0.48031365871429443
116,764,307,717,208,812,406,0.3773384392261505
117,538,592,448,466,628,719,0.8547276258468628
117,1244,401,1219,348,1270,455,0.7654910683631897
117,69,439,14,376,125,503,0.7584285140037537
117,620,465,573,335,668,595,0.7201608419418335
117,724,617,635,515,814,719,0.7157462239265442
117,543,371,502,268,584,474,0.7101501822471619
117,720,427,664,309,776,545,0.6863633990287781
117,464,463,408,298,521,629,0.6305676698684692
117,809,564,750,415,869,713,0.5864814519882202
117,144,407,119,350,170,465,0.5419768691062927
117,632,285,585,208,680,363,0.4797605872154236
117,269,689,221,660,318,719,0.41709160804748535
117,764,310,716,208,813,412,0.3829432725906372
118,536,597,447,476,626,718,0.8286324143409729
118,62,438,15,376,109,500,0.8110818862915039
118,1245,401,1219,349,1271,454,0.7485132813453674
118,545,375,502,268,589,482,0.7469637989997864
118,726,621,637,524,816,718,0.6993801593780518
118,620,467,574,337,666,598,0.6824338436126709
118,461,458,404,299,519,618,0.6414217352867126
118,145,407,122,351,169,464,0.6252201199531555
118,721,428,666,312,777,544,0.6188544631004333
118,809,565,749,417,870,714,0.6058043241500854
118,631,286,584,210,679,363,0.4884659945964813
118,759,295,707,210,812,381,0.4030895531177521
119,539,602,452,485,627,720,0.8714562058448792
119,60,437,15,376,105,499,0.7946332693099976
119,1246,402,1219,349,1273,455,0.7373337149620056
119,727,625,637,532,818,719,0.7283381223678589
119,547,376,503,268,591,485,0.7254663705825806
119,144,406,121,351,168,462,0.6717708110809326
119,619,470,572,340,666,601,0.6710301041603088
119,459,452,402,301,516,604,0.6365224719047546
119,721,430,665,315,778,546,0.6310659050941467
119,812,567,752,421,873,714,0.5916945338249207
119,632,283,587,211,678,356,0.4361327886581421
119,757,297,707,213,808,381,0.37608230113983154
120,538,607,450,496,626,718,0.8509683012962341
120,60,437,19,376,102,498,0.7690967321395874
120,1248,403,1219,350,1277,457,0.7459437847137451
120,547,376,503,268,592,484,0.7215465903282166
120,457,455,401,303,514,607,0.7201845049858093
120,734,627,642,535,826,719,0.7078461050987244
120,143,407,120,352,167,463,0.7017024159431458
120,617,473,567,341,667,605,0.6536361575126648
120,721,437,665,317,777,558,0.6445868611335754
120,814,563,754,423,875,704,0.5986849069595337
120,632,287,585,211,680,364,0.482561856508255
120,755,301,705,214,806,389,0.43888306617736816
121,538,611,450,503,626,719,0.85390704870224
121,61,436,22,376,100,497,0.7931163311004639
121,456,449,401,302,512,596,0.7629216909408569
121,141,410,119,353,163,468,0.7611879110336304
121,550,378,505,269,595,488,0.7514898180961609
121,1248,405,1219,351,1278,459,0.7494149804115295
121,733,630,642,542,825,719,0.6933403015136719
121,617,476,568,345,667,608,0.686589777469635
121,815,565,754,425,876,706,0.6740996837615967
121,723,441,665,321,782,561,0.6391805410385132
121,630,290,584,210,677,370,0.5138179063796997
121,753,303,700,219,806,387,0.4800179898738861
122,539,614,451,509,627,720,0.8557246327400208
122,1250,407,1221,352,1279,462,0.7898836135864258
122,552,381,506,270,598,492,0.7815717458724976
122,65,436,31,375,99,498,0.7791283130645752
122,457,451,401,303,513,600,0.7681480050086975
122,137,412,114,354,161,471,0.748509407043457
122,616,479,565,349,668,610,0.7230234742164612
122,724,449,664,327,785,571,0.6725594401359558
122,735,633,643,547,827,719,0.6657484769821167
122,816,566,754,429,878,704,0.6388526558876038
122,631,294,585,210,677,379,0.6107302308082581
122,756,303,706,221,806,385,0.5682013034820557
122,699,286,667,193,732,379,0.41781771183013916
123,538,617,450,514,627,720,0.8357861042022705
123,455,451,398,305,512,597,0.8048099279403687
123,555,389,508,270,602,508,0.8027447462081909
123,135,413,110,353,160,473,0.7911309003829956
123,67,436,36,375,99,497,0.7818711996078491
123,612,481,557,354,667,608,0.7239490151405334
123,817,571,754,431,880,711,0.7167951464653015
123,1250,407,1221,353,1279,462,0.7058663368225098
123,725,450,664,330,787,570,0.6526201963424683
123,738,634,649,551,827,718,0.6344583630561829
123,629,292,583,210,676,375,0.594024121761322
123,754,302,703,222,806,383,0.5115264058113098
123,697,290,663,194,732,386,0.42409661412239075
123,495,260,460,158,531,363,0.4207437038421631
124,133,415,108,355,159,475,0.8353112936019897
124,557,395,509,271,605,519,0.8331819772720337
124,537,618,451,516,624,720,0.8140206336975098
124,454,453,397,308,512,598,0.79796302318573
124,67,435,38,374,96,497,0.7880330085754395
124,616,482,564,358,668,607,0.7558407783508301
124,1250,409,1221,355,1279,463,0.7135790586471558
124,818,572,753,433,884,712,0.6973885893821716
124,738,637,651,556,826,718,0.6924573183059692
124,728,451,666,333,791,570,0.6389432549476624
124,494,262,457,159,532,365,0.5541261434555054
124,628,295,582,210,675,381,0.5481429100036621
124,754,306,702,224,807,389,0.5311620235443115
124,697,292,664,194,731,391,0.4307008385658264
124,1174,222,1146,173,1203,272,0.3793340027332306
125,558,399,509,273,608,525,0.8241159915924072
125,534,619,451,518,617,720,0.8124925494194031
125,134,416,109,356,160,476,0.8015663027763367
125,66,435,40,373,93,497,0.7966899275779724
125,731,457,667,338,795,576,0.7913808822631836
125,1250,410,1221,356,1279,464,0.7867478132247925
125,455,455,398,311,512,599,0.7767728567123413
125,612,484,558,362,667,607,0.7542563676834106
125,820,575,754,438,886,712,0.7144417762756348
125,738,640,651,562,825,718,0.6745935678482056
125,754,309,702,228,806,391,0.5472720861434937
125,631,304,585,212,677,396,0.4811394214630127
125,494,263,458,160,531,367,0.4565741717815399
125,201,694,150,670,253,719,0.4129776358604431
125,1170,221,1140,173,1201,270,0.4017786681652069
125,696,304,663,202,730,406,0.3937503695487976
126,732,462,667,340,797,584,0.8141176700592041
126,611,487,556,365,666,609,0.8063170313835144
126,559,404,509,277,609,532,0.8057243227958679
126,531,621,448,522,615,720,0.7987799644470215
126,455,457,398,313,512,602,0.792526364326477
126,126,418,97,357,155,479,0.788139283657074
126,65,434,41,374,89,495,0.7128667235374451
126,822,577,756,443,889,712,0.7069544792175293
126,1250,410,1221,356,1279,464,0.6478868126869202
126,738,643,650,567,826,719,0.6273438930511475
126,753,311,700,228,806,395,0.5738847851753235
126,633,310,586,217,680,404,0.44363701343536377
126,494,267,458,160,531,375,0.4208146333694458
126,194,695,142,670,246,720,0.3796350657939911
126,1167,221,1135,173,1200,269,0.3657402992248535
127,529,624,448,528,610,720,0.8154823780059814
127,610,489,555,369,666,609,0.8058039546012878
127,734,463,669,342,799,585,0.804345428943634
127,559,409,509,281,610,538,0.7914811372756958
127,454,460,397,316,512,604,0.7702682614326477
127,119,418,84,357,155,479,0.7279732823371887
127,1250,411,1222,358,1279,465,0.709191620349884
127,65,436,42,374,88,498,0.6995621919631958
127,754,310,701,229,807,392,0.6351419687271118
127,824,580,759,449,890,712,0.6292071342468262
127,739,645,651,570,827,720,0.5577560067176819
127,494,272,456,160,533,384,0.53891921043396
127,629,315,581,218,677,412,0.500403106212616
127,693,305,660,201,727,409,0.4325592517852783
127,560,245,525,190,596,301,0.3890572488307953
128,455,470,397,323,514,618,0.7975038290023804
128,734,468,670,344,799,592,0.784214973449707
128,607,495,550,372,664,619,0.7830519080162048
128,527,627,446,534,608,720,0.7602723836898804
128,559,405,509,284,610,526,0.7242153882980347
128,69,436,42,373,97,499,0.6752826571464539
128,1250,412,1222,359,1279,465,0.6411917209625244
128,121,418,93,358,149,479,0.6350401639938354
128,754,311,702,229,807,394,0.6205989718437195
128,494,274,453,160,535,389,0.5197612643241882
128,626,310,581,218,672,403,0.47280454635620117
128,737,651,651,583,823,719,0.4538484513759613
128,562,246,525,192,600,300,0.4338636100292206
128,1165,230,1135,193,1196,267,0.42203018069267273
128,183,694,130,670,236,718,0.407770037651062
128,691,289,658,202,725,376,0.39377716183662415
128,827,583,761,455,893,712,0.37504664063453674
129,734,472,669,345,800,599,0.8119904398918152
129,455,469,395,326,515,613,0.807684063911438
129,526,632,444,544,608,720,0.7633720636367798
129,605,500,548,377,663,623,0.7524323463439941
129,561,409,511,288,611,530,0.6866730451583862
